Points,Longitude,Latitude,HALLMARK_ANGIOGENESIS,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_P53_PATHWAY,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_DNA_REPAIR,Max,P
2977,157.70335,271.8345,-8.205123209,-47.33618852,-45.44922583,-58.40862094,-3.14E+01,-37.89821216,-21.91499058,-30.99267189,0,HALLMARK_ANGIOGENESIS
2978,164.63592,271.8345,-8.357963338,-49.44811701,-47.50432078,-59.0830106,-3.28E+01,-39.68503925,-22.9317701,-32.7205658,0,HALLMARK_ANGIOGENESIS
2979,171.56849,271.8345,-8.029570737,-49.89315264,-48.03292923,-56.71406253,-3.31E+01,-40.05332451,-23.2029503,-33.39901607,0,HALLMARK_ANGIOGENESIS
2980,178.50107,271.8345,-7.375752829,-49.96439879,-48.16296956,-53.77351744,-3.32E+01,-39.95076407,-23.20554872,-33.66538549,0,HALLMARK_ANGIOGENESIS
2981,185.43364,271.8345,-8.11606804,-50.54193712,-48.58107326,-57.13765977,-3.37E+01,-40.52837083,-23.38824705,-34.01892502,0,HALLMARK_ANGIOGENESIS
2982,192.36621,271.8345,-8.586680656,-50.78932368,-48.78113824,-59.30172573,-3.40E+01,-40.89431185,-23.49296809,-34.13655791,0,HALLMARK_ANGIOGENESIS
2983,199.29878,271.8345,-8.679279023,-50.76086861,-48.72610692,-60.12809425,-3.41E+01,-40.98365445,-23.5712041,-34.07656647,0,HALLMARK_ANGIOGENESIS
2984,206.23136,271.8345,-8.499679997,-50.23959295,-48.17069292,-59.04372817,-3.38E+01,-40.39890513,-23.53563195,-33.78236073,0,HALLMARK_ANGIOGENESIS
2985,213.16393,271.8345,-7.975255182,-49.20925951,-47.0644538,-55.01434236,-3.30E+01,-39.13618007,-23.08866819,-32.93162502,0,HALLMARK_ANGIOGENESIS
2986,220.0965,271.8345,-6.787437636,-47.02213632,-44.8208429,-46.66521245,-3.13E+01,-37.0663519,-22.09471061,-31.37113232,0,HALLMARK_ANGIOGENESIS
2987,227.02908,271.8345,-5.339571525,-43.49238233,-41.11080271,-36.60819676,-2.87E+01,-33.75679921,-20.37392079,-28.85600912,0,HALLMARK_ANGIOGENESIS
2988,233.96165,271.8345,-4.594487334,-38.82478014,-35.95858803,-30.13415972,-2.51E+01,-29.23581658,-18.1121957,-25.29218334,0,HALLMARK_ANGIOGENESIS
2989,240.89422,271.8345,-5.125171607,-35.21103482,-32.11698992,-32.50042085,-2.26E+01,-26.20069987,-16.54220051,-22.73952114,0,HALLMARK_ANGIOGENESIS
2990,247.82679,271.8345,-5.780337598,-33.8293982,-31.21659455,-37.0780967,-2.21E+01,-26.10209094,-16.13813138,-22.18947333,0,HALLMARK_ANGIOGENESIS
2991,254.75937,271.8345,-5.754556397,-34.16093732,-31.78339418,-40.20341379,-2.20E+01,-26.81210113,-16.15132484,-22.48303542,0,HALLMARK_ANGIOGENESIS
2992,261.69194,271.8345,-6.063995868,-36.69586714,-34.41697447,-43.98264263,-2.34E+01,-28.9023033,-16.72066896,-23.30901269,0,HALLMARK_ANGIOGENESIS
2993,268.62451,271.8345,-6.351277765,-37.46946042,-35.21542122,-45.68412205,-2.38E+01,-29.82469939,-16.79515219,-23.33013404,0,HALLMARK_ANGIOGENESIS
2994,275.55709,271.8345,-5.970351567,-34.84928993,-32.66181919,-43.44709085,-2.22E+01,-28.16171029,-15.65372019,-21.83605773,0,HALLMARK_ANGIOGENESIS
2995,282.48966,271.8345,-5.82280886,-32.3921174,-30.44722158,-41.96297256,-2.06E+01,-26.43277513,-14.66247699,-20.49918871,0,HALLMARK_ANGIOGENESIS
2996,289.42223,271.8345,-5.535711808,-30.89848666,-29.19279193,-39.70656035,-1.98E+01,-24.93886893,-13.97683963,-19.57035955,0,HALLMARK_ANGIOGENESIS
2997,296.3548,271.8345,-4.526517399,-25.20607043,-24.23545101,-32.04921719,-1.68E+01,-20.66999681,-12.09061821,-16.67411107,0,HALLMARK_ANGIOGENESIS
2998,303.28738,271.8345,-3.569952484,-18.70175744,-18.32033585,-25.07622195,-1.35E+01,-16.12702892,-9.388083876,-12.52876993,0,HALLMARK_ANGIOGENESIS
2999,310.21995,271.8345,-2.794250781,-12.35650441,-11.58029061,-20.06030519,-9.00E+00,-10.52502101,-6.134048799,-7.89646005,0,HALLMARK_ANGIOGENESIS
3000,317.15252,271.8345,-1.982872511,-3.315385073,-2.178148458,-14.63627743,-3.91E+00,-3.576889256,-1.959044878,-2.81991193,0,HALLMARK_PI3K_AKT_MTOR_SIGNALING
3001,324.0851,271.8345,-1.694686917,3.166962834,4.204086487,-9.71830433,7.93E-02,-0.097525804,1.049685696,1.01568833,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3002,331.01767,271.8345,-1.337497617,6.209982024,7.080660468,-5.705412388,2.72E+00,1.495153515,2.493593384,3.49298021,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3003,337.95024,271.8345,-0.99272977,10.19872349,10.64457483,-3.845115685,5.30E+00,3.725114003,3.18385453,5.90289834,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3004,344.88282,271.8345,-0.795202466,14.46845994,13.50749338,-0.156867984,7.26E+00,6.118291387,3.575126946,7.23960032,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3005,351.81539,271.8345,-0.842993196,14.93639407,15.52157043,0.444711291,7.73E+00,8.322164834,3.803413094,8.06372235,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3006,358.74796,271.8345,-1.296990283,7.142665191,8.532200115,-1.939881728,3.74E+00,4.645097894,2.652683637,6.10811228,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3007,365.68053,271.8345,-1.022957225,3.565286736,4.437506721,-0.367444773,2.51E+00,3.230705312,1.954211203,4.71674573,4,HALLMARK_DNA_REPAIR
3008,372.61311,271.8345,0.351155207,5.139930593,5.944800748,5.804516727,3.64E+00,5.957023667,3.376586672,5.9042707,4,HALLMARK_P53_PATHWAY
3009,379.54568,271.8345,2.049024197,11.9919655,13.25202186,14.10520792,7.93E+00,11.57359301,6.788056707,9.7999811,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3010,386.47825,271.8345,2.63662446,17.96960241,19.62861978,18.630807,1.25E+01,16.40056134,9.712813188,13.75783303,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3011,393.41083,271.8345,2.910224977,22.02232215,23.15067741,21.8236478,1.65E+01,19.97930935,11.27949479,17.36481066,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3012,400.3434,271.8345,4.289745103,32.28069396,33.57705952,28.62261316,2.38E+01,30.79273745,15.05592802,24.22797292,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3013,407.27597,271.8345,5.251902072,37.7623751,38.12111576,34.94779973,2.84E+01,36.49703547,18.32546151,29.63428846,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3014,414.20854,271.8345,6.56635997,45.60668627,44.60453813,45.20181841,3.35E+01,42.13848375,22.06110928,34.84645227,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3015,421.14112,271.8345,9.189507124,55.98657375,54.13608168,62.03573725,3.91E+01,49.92309222,25.33614292,39.91295551,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3016,428.07369,271.8345,11.02615822,55.43407114,53.9870677,70.90988678,3.98E+01,49.84327434,27.08210644,40.29075508,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3017,435.00626,271.8345,9.046584323,47.44503013,45.71387786,58.66129976,3.34E+01,41.69230419,23.55956131,34.5398521,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3018,441.93884,271.8345,5.869194856,30.90435373,29.79952116,42.72223373,2.33E+01,28.80646922,17.39878507,25.54652154,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3019,448.87141,271.8345,4.556771052,20.99319812,20.73071667,34.77982501,1.75E+01,22.21175362,13.66468229,19.3781292,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3020,455.80398,271.8345,4.888198888,17.40269196,18.48211858,37.40780873,1.59E+01,21.00230221,12.21296689,15.92312556,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3021,462.73655,271.8345,7.547833786,15.86017759,17.33865313,50.20629559,1.44E+01,18.82624149,11.50759401,13.74355422,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3022,469.66913,271.8345,11.65480347,12.15295913,14.20152066,64.75969945,1.19E+01,14.86885606,9.805275439,11.65572458,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3023,476.6017,271.8345,10.92227303,14.2351175,16.31946979,59.29819075,1.28E+01,14.91157045,10.4337349,13.44533444,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3024,483.53427,271.8345,10.86757276,25.01423824,26.43499922,59.78664098,1.94E+01,22.36877672,14.60083087,19.81679807,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3025,490.46685,271.8345,13.55072207,43.60633311,44.70481783,73.21203478,3.19E+01,38.15831266,21.77115232,29.30514986,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3026,497.39942,271.8345,12.46367286,38.56744276,40.75848597,66.08554906,3.03E+01,37.83561949,21.24286805,29.20198376,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3027,504.33199,271.8345,9.528851124,20.99809569,24.57551175,51.28111208,2.03E+01,26.45527478,15.94244637,22.51783756,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3028,511.26457,271.8345,8.771945347,15.53346134,19.87052015,50.01279384,1.73E+01,22.64838854,13.94054379,20.03006982,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3029,518.19714,271.8345,8.839084036,12.63430811,17.3257553,52.15919828,1.58E+01,20.68690259,12.85011189,18.73533402,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3030,525.12971,271.8345,9.093768846,10.7485162,15.65799361,54.61961994,1.49E+01,19.47530616,12.13376853,17.92881856,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3031,532.06228,271.8345,9.318719951,9.423011493,14.47949257,56.48356616,1.43E+01,18.62674736,11.61131647,17.37969008,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3032,538.99486,271.8345,9.469744745,8.496934766,13.65610324,57.67351882,1.39E+01,18.01925001,11.2281718,17.01257337,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3033,545.92743,271.8345,9.561050496,7.925845908,13.15968463,58.37940267,1.36E+01,17.63523112,10.9783839,16.81329678,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3034,552.86,271.8345,9.617479736,7.687232229,12.97772013,58.81152196,1.36E+01,17.47398719,10.86216618,16.77729713,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3035,559.79258,271.8345,9.657222139,7.741429885,13.07044738,59.11459486,1.37E+01,17.51713452,10.86893289,16.88839108,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3036,566.72515,271.8345,9.689069129,8.028379122,13.37996925,59.36104596,1.39E+01,17.72610123,10.97652808,17.11733859,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3037,573.65772,271.8345,9.715214272,8.479773618,13.84467079,59.57407926,1.42E+01,18.05282571,11.15728631,17.42895608,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3038,580.59029,271.8345,9.734756078,9.031778563,14.40883841,59.75280542,1.46E+01,18.4508583,11.38425467,17.78955097,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3039,587.52287,271.8345,9.746072388,9.632277472,15.01905882,59.88903281,1.50E+01,18.88180307,11.63486583,18.1712795,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3040,594.45544,271.8345,9.747942117,10.24274499,15.640293,59.97546514,1.55E+01,19.31721783,11.8921017,18.55344574,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3041,46.78218,278.45218,-3.540976171,-14.14021675,-12.3939913,-23.17065375,-7.81E+00,-8.289344189,-7.238801735,-7.29063397,0,HALLMARK_ANGIOGENESIS
3042,53.71475,278.45218,-3.718051354,-15.80317074,-13.92221599,-24.36494726,-8.76E+00,-9.361535985,-7.898318438,-8.36947662,0,HALLMARK_ANGIOGENESIS
3043,60.64733,278.45218,-3.88702006,-17.67213398,-15.6416161,-25.53712153,-9.83E+00,-10.53571572,-8.628492666,-9.58413901,0,HALLMARK_ANGIOGENESIS
3044,67.5799,278.45218,-4.038985881,-19.80558263,-17.60961203,-26.63611073,-1.10E+01,-11.82067503,-9.442967898,-10.96463982,0,HALLMARK_ANGIOGENESIS
3045,74.51247,278.45218,-4.156415057,-22.27799308,-19.90489841,-27.54720704,-1.24E+01,-13.20309616,-10.35237899,-12.5421099,0,HALLMARK_ANGIOGENESIS
3046,81.44504,278.45218,-4.199685972,-25.17877809,-22.61488785,-27.98434777,-1.39E+01,-14.60019067,-11.35337239,-14.33882257,0,HALLMARK_ANGIOGENESIS
3047,88.37762,278.45218,-4.058928645,-28.56761521,-25.79518031,-27.09805863,-1.55E+01,-15.68381997,-12.38851496,-16.32618724,0,HALLMARK_ANGIOGENESIS
3048,95.31019,278.45218,-3.464223309,-32.04873644,-29.00535419,-22.32892853,-1.66E+01,-15.28027309,-13.17731773,-18.22433414,0,HALLMARK_ANGIOGENESIS
3049,102.24276,278.45218,-4.677128328,-33.8710402,-30.72269568,-31.74369827,-1.89E+01,-19.74043964,-13.98293821,-19.86484343,0,HALLMARK_ANGIOGENESIS
3050,109.17534,278.45218,-6.03824605,-29.42664997,-26.76150255,-41.93062412,-1.79E+01,-21.15302519,-12.92564151,-18.14726345,0,HALLMARK_ANGIOGENESIS
3051,116.10791,278.45218,-5.314665119,-18.39274943,-15.45845148,-38.66663299,-1.17E+01,-13.8483205,-9.124645067,-13.02008849,0,HALLMARK_ANGIOGENESIS
3052,123.04048,278.45218,-4.356639732,-13.06372276,-10.26337588,-33.37671505,-7.76E+00,-9.001098802,-6.64381709,-9.52971608,0,HALLMARK_ANGIOGENESIS
3053,129.97305,278.45218,-4.670510765,-12.88198846,-10.804449,-34.64325905,-8.36E+00,-9.972007556,-7.11013556,-9.94044699,0,HALLMARK_ANGIOGENESIS
3054,136.90563,278.45218,-5.692244454,-20.48457615,-18.37656228,-40.65017797,-1.39E+01,-16.44774599,-10.48923744,-14.12886976,0,HALLMARK_ANGIOGENESIS
3055,143.8382,278.45218,-6.475768204,-30.4958895,-28.70457233,-45.95996524,-2.09E+01,-23.80228067,-14.47722898,-20.02802149,0,HALLMARK_ANGIOGENESIS
3056,150.77077,278.45218,-6.994531357,-38.68306503,-37.2578945,-51.27230999,-2.64E+01,-30.46044087,-18.15846379,-25.49331659,0,HALLMARK_ANGIOGENESIS
3057,157.70335,278.45218,-7.852520214,-44.99998699,-43.29888641,-56.00629376,-3.03E+01,-36.02921903,-20.90019423,-29.5996428,0,HALLMARK_ANGIOGENESIS
3058,164.63592,278.45218,-8.168509342,-48.26051272,-46.45006683,-57.19165807,-3.21E+01,-38.68379105,-22.36612047,-31.94257188,0,HALLMARK_ANGIOGENESIS
3059,171.56849,278.45218,-7.852860469,-49.25902874,-47.42374521,-54.72709611,-3.26E+01,-39.24817329,-22.8139521,-32.84767824,0,HALLMARK_ANGIOGENESIS
3060,178.50107,278.45218,-7.479988602,-49.62050152,-47.77654655,-53.08243636,-3.29E+01,-39.47999933,-22.95187172,-33.29821596,0,HALLMARK_ANGIOGENESIS
3061,185.43364,278.45218,-8.080456629,-50.25987036,-48.27455799,-56.73858439,-3.35E+01,-40.20119959,-23.22932664,-33.75202586,0,HALLMARK_ANGIOGENESIS
3062,192.36621,278.45218,-8.524439946,-50.60012665,-48.63732133,-58.97275133,-3.39E+01,-40.66731214,-23.39596341,-33.94896474,0,HALLMARK_ANGIOGENESIS
3063,199.29878,278.45218,-8.6142196,-50.55458609,-48.5836354,-59.7517955,-3.40E+01,-40.77672801,-23.51005926,-33.92825187,0,HALLMARK_ANGIOGENESIS
3064,206.23136,278.45218,-8.424956206,-50.01157584,-47.99132488,-58.75889454,-3.37E+01,-40.23650947,-23.46251968,-33.65602893,0,HALLMARK_ANGIOGENESIS
3065,213.16393,278.45218,-7.909412395,-49.05754508,-46.95579854,-55.55525984,-3.30E+01,-39.09132817,-23.08416107,-32.93163389,0,HALLMARK_ANGIOGENESIS
3066,220.0965,278.45218,-7.198879203,-47.33902955,-45.10372299,-49.73943369,-3.16E+01,-37.42151603,-22.28562532,-31.56621174,0,HALLMARK_ANGIOGENESIS
3067,227.02908,278.45218,-5.9067327,-44.25788287,-41.86761589,-40.74211355,-2.94E+01,-34.25880212,-20.76666374,-29.16344466,0,HALLMARK_ANGIOGENESIS
3068,233.96165,278.45218,-5.153188985,-39.32588963,-36.73982237,-32.36277794,-2.60E+01,-30.10961849,-18.70661954,-25.67428293,0,HALLMARK_ANGIOGENESIS
3069,240.89422,278.45218,-5.358128768,-33.24787781,-30.69145385,-31.74934799,-2.23E+01,-25.38954783,-16.31848754,-22.25356928,0,HALLMARK_ANGIOGENESIS
3070,247.82679,278.45218,-4.822050633,-25.81556695,-23.4799012,-28.22447199,-1.80E+01,-20.07256996,-13.69766279,-19.37305541,0,HALLMARK_ANGIOGENESIS
3071,254.75937,278.45218,-4.224442907,-24.72882553,-22.46272004,-29.79098254,-1.70E+01,-19.85061379,-12.97780497,-19.09670113,0,HALLMARK_ANGIOGENESIS
3072,261.69194,278.45218,-5.10744316,-30.97953226,-28.92347741,-37.13866935,-2.02E+01,-25.30764545,-14.77987526,-21.20164901,0,HALLMARK_ANGIOGENESIS
3073,268.62451,278.45218,-6.228395665,-35.92331865,-33.82140243,-44.56295044,-2.33E+01,-29.42275455,-16.25623932,-23.0266702,0,HALLMARK_ANGIOGENESIS
3074,275.55709,278.45218,-6.379579807,-35.44697352,-33.53218578,-45.05717297,-2.29E+01,-29.19298149,-16.07053528,-22.46765302,0,HALLMARK_ANGIOGENESIS
3075,282.48966,278.45218,-6.038335893,-33.88668011,-32.19440964,-42.94148536,-2.19E+01,-27.79659026,-15.47956238,-21.59976057,0,HALLMARK_ANGIOGENESIS
3076,289.42223,278.45218,-5.892090229,-33.0051048,-31.4481529,-41.42299638,-2.15E+01,-26.97361758,-15.26613477,-21.11970287,0,HALLMARK_ANGIOGENESIS
3077,296.3548,278.45218,-4.996078796,-28.19253883,-27.06264139,-35.10073938,-1.87E+01,-23.44789794,-13.56820123,-18.47751448,0,HALLMARK_ANGIOGENESIS
3078,303.28738,278.45218,-3.932759666,-19.42684707,-18.82887577,-27.52666758,-1.43E+01,-17.41181106,-10.25497568,-13.56991061,0,HALLMARK_ANGIOGENESIS
3079,310.21995,278.45218,-3.266969951,-12.95882404,-11.69902102,-22.77093913,-9.61E+00,-11.69625775,-6.825951219,-8.62549895,0,HALLMARK_ANGIOGENESIS
3080,317.15252,278.45218,-2.1765607,-4.552698882,-3.177760754,-14.91348875,-4.04E+00,-4.907292425,-2.374872635,-2.96801193,0,HALLMARK_ANGIOGENESIS
3081,324.0851,278.45218,-1.394074068,7.141713253,7.869053316,-7.711616844,1.97E+00,1.898304292,1.852238303,2.18066703,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3082,331.01767,278.45218,-1.006503107,13.91604842,14.12226224,-4.90375317,5.33E+00,5.320090528,4.125569096,5.4594986,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3083,337.95024,278.45218,-0.8791812,10.49188105,9.840969009,-4.864553656,4.89E+00,3.791070981,3.375718262,5.59874168,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3084,344.88282,278.45218,-0.710611042,10.53976457,9.397643589,-2.999444078,5.05E+00,4.024498022,2.743490751,5.63540897,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3085,351.81539,278.45218,-0.607036427,9.99838445,10.02175241,-1.67678643,4.14E+00,4.153315144,3.047703336,5.45126472,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3086,358.74796,278.45218,-0.813627548,3.876352284,4.345226748,-1.767247877,1.62E+00,1.988786484,1.870270609,4.01010055,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3087,365.68053,278.45218,-0.632320193,1.379000971,1.713235581,0.090877656,1.09E+00,1.635739717,1.787629572,3.36203704,3.36203704,HALLMARK_DNA_REPAIR
3088,372.61311,278.45218,1.00100286,4.433870211,5.0633978,9.901050593,2.91E+00,5.310332116,3.537261562,5.12695446,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3089,379.54568,278.45218,3.449861614,11.35499948,12.84112422,21.82753775,6.88E+00,11.85506775,5.997546256,8.34024018,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3090,386.47825,278.45218,2.752303287,14.20880835,16.29661891,16.81439423,9.18E+00,13.57634356,7.543525307,10.45066229,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3091,393.41083,278.45218,2.232594576,14.40747733,15.24145919,14.94634473,1.08E+01,14.39145545,7.994165039,12.4778048,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3092,400.3434,278.45218,3.166966759,24.60055763,24.95095124,20.7400193,1.78E+01,23.56915538,11.50126594,19.04426068,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3093,407.27597,278.45218,3.916779664,34.57158719,33.5409398,25.76503687,2.51E+01,31.72356285,15.97062017,26.15308264,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3094,414.20854,278.45218,5.165508215,41.85165477,40.05884244,34.87930902,3.03E+01,37.14206062,19.58792315,31.5430093,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3095,421.14112,278.45218,6.822318091,53.41927873,51.62559703,46.83770349,3.62E+01,45.22006081,23.09629376,36.8990995,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3096,428.07369,278.45218,8.224235328,51.81724728,49.60951491,53.13513277,3.60E+01,44.78704318,24.18392901,36.61714913,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3097,435.00626,278.45218,6.869195616,45.74925529,42.81954285,44.33158966,3.00E+01,38.05613857,21.05167098,30.73380807,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3098,441.93884,278.45218,4.086808767,24.75121098,23.13958422,27.61958659,1.72E+01,21.27454144,13.16077876,19.31222249,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3099,448.87141,278.45218,1.875348277,7.634532944,7.532950726,14.18943247,6.83E+00,8.652511721,6.966434545,9.79320148,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3100,455.80398,278.45218,2.215874696,3.326085232,4.097521204,16.12066215,4.28E+00,5.931912739,5.033998057,6.00708539,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3101,462.73655,278.45218,4.899080647,4.858592096,6.341516598,30.14589311,5.74E+00,7.86716804,5.351647192,6.06213592,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3102,469.66913,278.45218,8.16909496,5.493245048,6.988582874,43.70969622,6.03E+00,8.128210684,5.884969083,6.68062773,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3103,476.6017,278.45218,7.978699515,7.464139005,9.308075324,42.37223795,8.10E+00,8.898211656,7.760670523,8.80679108,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3104,483.53427,278.45218,8.198307482,18.45674609,19.79898807,44.44540501,1.53E+01,15.98420384,12.24128261,15.14383497,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3105,490.46685,278.45218,12.01468155,39.39216337,40.92759521,62.61563205,2.85E+01,33.49020398,20.27925187,25.61007055,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3106,497.39942,278.45218,9.581990295,37.88960711,41.33648957,52.65117314,2.86E+01,34.50442076,21.15295427,27.51606103,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3107,504.33199,278.45218,7.835551179,22.36355198,25.93615755,42.1678279,2.01E+01,25.08639084,15.68622869,22.16900652,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3108,511.26457,278.45218,7.382314032,16.00527326,20.10399454,41.2905701,1.69E+01,21.29466483,13.40416397,19.63592124,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3109,518.19714,278.45218,7.451099094,12.63348478,17.1616897,43.18255895,1.54E+01,19.38813177,12.22874011,18.25750448,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3110,525.12971,278.45218,7.660608455,10.40101715,15.20404082,45.40324584,1.44E+01,18.1082115,11.43656158,17.3568727,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3111,532.06228,278.45218,7.881022742,8.812934559,13.79737713,47.31123339,1.37E+01,17.17852746,10.85638151,16.73444559,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3112,538.99486,278.45218,8.077431698,7.7315424,12.83826609,48.84809034,1.32E+01,16.54832509,10.454597,16.34067478,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3113,545.92743,278.45218,8.256665297,7.130997085,12.32227821,50.15346626,1.29E+01,16.23060517,10.23692973,16.17560882,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3114,552.86,278.45218,8.430992753,6.981131059,12.23268691,51.36187212,1.30E+01,16.22224176,10.20129385,16.23213442,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3115,559.79258,278.45218,8.604200622,7.209004329,12.50186205,52.53084091,1.32E+01,16.47847882,10.3227812,16.47669592,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3116,566.72515,278.45218,8.771931954,7.71158912,13.0288142,53.65247978,1.36E+01,16.92605389,10.56041851,16.85704505,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3117,573.65772,278.45218,8.926848957,8.383796534,13.71396123,54.69158704,1.41E+01,17.48751314,10.87038702,17.31824381,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3118,580.59029,278.45218,9.062677899,9.138103721,14.47751295,55.6145057,1.46E+01,18.09795646,11.21536247,17.81399547,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3119,587.52287,278.45218,9.175761082,9.911010345,15.25808312,56.40095512,1.52E+01,18.71067673,11.5678751,18.31062158,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3120,594.45544,278.45218,9.264962955,10.66107347,16.01740458,57.04470081,1.57E+01,19.29579316,11.90978773,18.78626206,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3121,46.78218,285.06987,-3.457247879,-12.90289858,-11.17162559,-22.63220997,-7.04E+00,-7.43869868,-6.665598074,-6.60209016,0,HALLMARK_ANGIOGENESIS
3122,53.71475,285.06987,-3.638971895,-14.47884098,-12.5902102,-23.85942691,-7.95E+00,-8.474684849,-7.295694303,-7.65251798,0,HALLMARK_ANGIOGENESIS
3123,60.64733,285.06987,-3.815192518,-16.22752038,-14.16080632,-25.07881631,-8.97E+00,-9.605441266,-7.990080338,-8.82687779,0,HALLMARK_ANGIOGENESIS
3124,67.5799,285.06987,-3.977774987,-18.19344198,-15.93326753,-26.24625885,-1.01E+01,-10.83945627,-8.760578257,-10.14859715,0,HALLMARK_ANGIOGENESIS
